affy_Mouse430_2
Genbank Acc	GO
NM_133245	GO:0000074(regulation of progression through cell cycle) GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005515(protein binding) GO:0005622(intracellular) GO:0005634(nucleus) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0030154(cell differentiation) GO:0043565(sequence-specific DNA binding) GO:0050875(cellular physiological process)
NM_018784	
NM_018784	
NM_008229	GO:0000074(regulation of progression through cell cycle) GO:0000118(histone deacetylase complex) GO:0000785(chromatin) GO:0000790(nuclear chromatin) GO:0000792(heterochromatin) GO:0001674(female germ cell nucleus) GO:0003700(transcription factor activity) GO:0003714(transcription corepressor activity) GO:0004407(histone deacetylase activity) GO:0005515(protein binding) GO:0005634(nucleus) GO:0005657(replication fork) GO:0005737(cytoplasm) GO:0006342(chromatin silencing) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0006357(regulation of transcription from RNA polymerase II promoter) GO:0007059(chromosome segregation) GO:0007350(blastoderm segmentation) GO:0007492(endoderm development) GO:0008340(determination of adult life span) GO:0009993(oogenesis (sensu Insecta)) GO:0016458(gene silencing) GO:0016481(negative regulation of transcription) GO:0016568(chromatin modification) GO:0016571(histone methylation) GO:0016575(histone deacetylation) GO:0016580(Sin3 complex) GO:0016581(NuRD complex) GO:0016787(hydrolase activity) GO:0030261(chromosome condensation) GO:0030466(chromatin silencing at silent mating-type cassette) GO:0030702(chromatin silencing at centromere) GO:0031523(Myb complex) GO:0035098(ESC/E(Z) complex) GO:0046974(histone lysine N-methyltransferase activity (H3-K9 specific)) GO:0046976(histone lysine N-methyltransferase activity (H3-K27 specific)) EC 3
NM_053200	
NM_015776	
AA067702	
NM_012059	
NM_024250	
AF353167	
AF353167	
NM_007994	GO:0006000(fructose metabolism) GO:0008372(cellular component unknown) GO:0042132(fructose-bisphosphatase activity) EC 3.1.3.11
NM_008735	
NM_009535	GO:0000074(regulation of progression through cell cycle) GO:0000166(nucleotide binding) GO:0001764(neuron migration) GO:0004672(protein kinase activity) GO:0004674(protein serine/threonine kinase activity) GO:0004713(protein-tyrosine kinase activity) GO:0005515(protein binding) GO:0005524(ATP binding) GO:0005622(intracellular) GO:0006468(protein amino acid phosphorylation) GO:0007242(intracellular signaling cascade) GO:0008360(regulation of cell shape) GO:0015631(tubulin binding) GO:0015758(glucose transport) GO:0016301(kinase activity) GO:0016740(transferase activity) GO:0018108(peptidyl-tyrosine phosphorylation) GO:0030900(forebrain development) GO:0042552(myelination) GO:0046777(protein amino acid autophosphorylation) GO:0050875(cellular physiological process) EC 2 EC 2.7.1.37 EC 2.7.10.2
BC003868	GO:0005198(structural molecule activity) GO:0005886(plasma membrane) GO:0005923(tight junction) GO:0016020(membrane) GO:0016021(integral to membrane)
NM_016910	
NM_007795	
NM_008122	GO:0005243(gap-junction forming channel activity) GO:0005921(gap junction) GO:0005922(connexon complex) GO:0007154(cell communication) GO:0007267(cell-cell signaling) GO:0007268(synaptic transmission) GO:0007507(heart development) GO:0007601(visual perception) GO:0015285(connexon channel activity) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0048468(cell development) GO:0048738(cardiac muscle development)
NM_139061	
NM_024201	
NM_013711	GO:0000305(response to oxygen radical) GO:0004791(thioredoxin-disulfide reductase activity) GO:0005515(protein binding) GO:0005737(cytoplasm) GO:0005739(mitochondrion) GO:0005829(cytosol) GO:0006118(electron transport) GO:0006125(thioredoxin pathway) GO:0007507(heart development) GO:0008283(cell proliferation) GO:0008430(selenium binding) GO:0009055(electron carrier activity) GO:0015036(disulfide oxidoreductase activity) GO:0016491(oxidoreductase activity) GO:0016654(oxidoreductase activity, acting on NADH or NADPH, disulfide as acceptor) GO:0030097(hemopoiesis) GO:0050660(FAD binding) EC 1 EC 1.6.4 EC 1.8.1.9
NM_011972	
NM_030695	GO:0007165(signal transduction) GO:0008104(protein localization) GO:0016023(cytoplasmic membrane-bound vesicle) GO:0016197(endosome transport) GO:0051018(protein kinase A binding)
NM_019695	
U71189	GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005515(protein binding) GO:0005634(nucleus) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0007275(development) GO:0008270(zinc ion binding) GO:0045941(positive regulation of transcription) GO:0046872(metal ion binding)
U71189	GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005515(protein binding) GO:0005634(nucleus) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0007275(development) GO:0008270(zinc ion binding) GO:0045941(positive regulation of transcription) GO:0046872(metal ion binding)
NM_019981	
NM_023478	
NM_021309	
NM_008161	
NM_027722	GO:0000004(biological process unknown) GO:0008372(cellular component unknown)
D43690	GO:0005506(iron ion binding) GO:0005739(mitochondrion) GO:0006118(electron transport) GO:0006810(transport) GO:0020037(heme binding) GO:0046872(metal ion binding) GO:0051536(iron-sulfur cluster binding) GO:0051537(2 iron, 2 sulfur cluster binding)
NM_007706	GO:0001558(regulation of cell growth) GO:0007242(intracellular signaling cascade) GO:0009968(negative regulation of signal transduction) GO:0040014(regulation of body size) GO:0045666(positive regulation of neuron differentiation)
BC018275	GO:0000166(nucleotide binding) GO:0000226(microtubule cytoskeleton organization and biogenesis) GO:0000747(conjugation with cellular fusion) GO:0000902(cellular morphogenesis) GO:0000917(barrier septum formation) GO:0000920(cell separation during cytokinesis) GO:0000935(barrier septum) GO:0003924(GTPase activity) GO:0005515(protein binding) GO:0005525(GTP binding) GO:0005624(membrane fraction) GO:0005634(nucleus) GO:0005635(nuclear envelope) GO:0005730(nucleolus) GO:0005737(cytoplasm) GO:0005819(spindle) GO:0005829(cytosol) GO:0005856(cytoskeleton) GO:0005886(plasma membrane) GO:0006078(beta-1,6 glucan biosynthesis) GO:0006629(lipid metabolism) GO:0006886(intracellular protein transport) GO:0006887(exocytosis) GO:0006897(endocytosis) GO:0006935(chemotaxis) GO:0006972(hyperosmotic response) GO:0007010(cytoskeleton organization and biogenesis) GO:0007015(actin filament organization) GO:0007017(microtubule-based process) GO:0007047(cell wall organization and biogenesis) GO:0007155(cell adhesion) GO:0007160(cell-matrix adhesion) GO:0007164(establishment of tissue polarity) GO:0007165(signal transduction) GO:0007186(G-protein coupled receptor protein signaling pathway) GO:0007229(integrin-mediated signaling pathway) GO:0007254(JNK cascade) GO:0007264(small GTPase mediated signal transduction) GO:0007266(Rho protein signal transduction) GO:0007298(border follicle cell migration (sensu Insecta)) GO:0007391(dorsal closure) GO:0007409(axonogenesis) GO:0007411(axon guidance) GO:0007419(ventral cord development) GO:0007422(peripheral nervous system development) GO:0007424(tracheal system development (sensu Insecta)) GO:0007426(tracheal outgrowth (sensu Insecta)) GO:0007519(striated muscle development) GO:0007520(myoblast fusion) GO:0008104(protein localization) GO:0008283(cell proliferation) GO:0008347(glial cell migration) GO:0008360(regulation of cell shape) GO:0009272(cell wall biosynthesis (sensu Fungi)) GO:0009524(phragmoplast) GO:0009860(pollen tube growth) GO:0015031(protein transport) GO:0016020(membrane) GO:0016023(cytoplasmic membrane-bound vesicle) GO:0016028(rhabdomere) GO:0016049(cell growth) GO:0016335(morphogenesis of larval imaginal disc epithelium) GO:0016358(dendrite development) GO:0016477(cell migration) GO:0019897(extrinsic to plasma membrane) GO:0030027(lamellipodium) GO:0030031(cell projection biogenesis) GO:0030032(lamellipodium biogenesis) GO:0030036(actin cytoskeleton organization and biogenesis) GO:0030154(cell differentiation) GO:0030175(filopodium) GO:0030427(site of polarized growth) GO:0030467(establishment and/or maintenance of cell polarity (sensu Fungi)) GO:0030707(ovarian follicle cell development (sensu Insecta)) GO:0030838(positive regulation of actin filament polymerization) GO:0030950(establishment and/or maintenance of actin cytoskeleton polarity) GO:0030979(alpha-glucan biosynthesis) GO:0030994(primary cell septum catabolism) GO:0031097(medial ring) GO:0031520(plasma membrane of cell tip) GO:0035099(hemocyte migration (sensu Arthropoda)) GO:0035320(wing hair site selection) GO:0042052(rhabdomere development) GO:0042067(establishment of ommatidial polarity (sensu Endopterygota)) GO:0042995(cell projection) GO:0043149(stress fiber formation) GO:0043524(negative regulation of neuron apoptosis) GO:0043552(positive regulation of phosphoinositide 3-kinase activity) GO:0045216(intercellular junction assembly and maintenance) GO:0045610(regulation of hemocyte differentiation) GO:0046664(dorsal closure, amnioserosa morphology change) GO:0046843(dorsal appendage formation) GO:0046847(filopodium formation) GO:0050770(regulation of axonogenesis) GO:0050773(regulation of dendrite development) GO:0050807(regulation of synapse structure) GO:0051286(cell tip) GO:0051301(cell division)
BG064712	GO:0000165(MAPKKK cascade) GO:0001700(embryonic development (sensu Insecta)) GO:0004872(receptor activity) GO:0005070(SH3/SH2 adaptor activity) GO:0005102(receptor binding) GO:0005118(sevenless binding) GO:0005515(protein binding) GO:0005737(cytoplasm) GO:0005886(plasma membrane) GO:0007010(cytoskeleton organization and biogenesis) GO:0007015(actin filament organization) GO:0007186(G-protein coupled receptor protein signaling pathway) GO:0007242(intracellular signaling cascade) GO:0007265(Ras protein signal transduction) GO:0007613(memory) GO:0008293(torso signaling pathway) GO:0008355(olfactory learning) GO:0008360(regulation of cell shape) GO:0008595(determination of anterior/posterior axis, embryo) GO:0012506(vesicle membrane) GO:0045500(sevenless signaling pathway)
NM_009512	
NM_030247	
AK021111	
BG066919	
NM_023136	
NM_010592	GO:0000074(regulation of progression through cell cycle) GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005622(intracellular) GO:0005634(nucleus) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0043565(sequence-specific DNA binding) GO:0046983(protein dimerization activity) GO:0050875(cellular physiological process)
NM_010022	GO:0005515(protein binding) GO:0005739(mitochondrion) GO:0008152(metabolism) GO:0008415(acyltransferase activity) GO:0016740(transferase activity) GO:0031405(lipoic acid binding) EC 2
NM_011790	
NM_023662	
NM_010178	
NM_026534	
NM_008407	
NM_016846	
NM_025566	
NM_011764	GO:0000004(biological process unknown) GO:0003676(nucleic acid binding) GO:0003677(DNA binding) GO:0005554(molecular function unknown) GO:0005622(intracellular) GO:0005634(nucleus) GO:0006355(regulation of transcription, DNA-dependent) GO:0008372(cellular component unknown)
NM_009151	
NM_025918	
AF300870	GO:0000122(negative regulation of transcription from RNA polymerase II promoter) GO:0003677(DNA binding) GO:0005216(ion channel activity) GO:0005244(voltage-gated ion channel activity) GO:0005509(calcium ion binding) GO:0005515(protein binding) GO:0005634(nucleus) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0006810(transport) GO:0006811(ion transport) GO:0006813(potassium ion transport) GO:0006915(apoptosis) GO:0007610(behavior) GO:0008372(cellular component unknown) GO:0016020(membrane) GO:0016481(negative regulation of transcription) GO:0016564(transcriptional repressor activity) GO:0016566(specific transcriptional repressor activity) GO:0019233(sensory perception of pain) GO:0030955(potassium ion binding) GO:0048265(response to pain)
NM_007639	GO:0001916(positive regulation of T cell mediated cytotoxicity) GO:0005515(protein binding) GO:0005764(lysosome) GO:0005769(early endosome) GO:0005770(late endosome) GO:0009897(external side of plasma membrane) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0019882(antigen presentation) GO:0030883(endogenous lipid antigen binding) GO:0045059(positive thymic T cell selection) GO:0045078(positive regulation of interferon-gamma biosynthesis) GO:0045086(positive regulation of interleukin-2 biosynthesis) GO:0045404(positive regulation of interleukin-4 biosynthesis) GO:0048007(antigen presentation, exogenous lipid antigen) GO:0050776(regulation of immune response) GO:0051135(positive regulation of NK T cell activation) GO:0051138(positive regulation of NK T cell differentiation)
NM_007639	GO:0001916(positive regulation of T cell mediated cytotoxicity) GO:0005515(protein binding) GO:0005764(lysosome) GO:0005769(early endosome) GO:0005770(late endosome) GO:0009897(external side of plasma membrane) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0019882(antigen presentation) GO:0030883(endogenous lipid antigen binding) GO:0045059(positive thymic T cell selection) GO:0045078(positive regulation of interferon-gamma biosynthesis) GO:0045086(positive regulation of interleukin-2 biosynthesis) GO:0045404(positive regulation of interleukin-4 biosynthesis) GO:0048007(antigen presentation, exogenous lipid antigen) GO:0050776(regulation of immune response) GO:0051135(positive regulation of NK T cell activation) GO:0051138(positive regulation of NK T cell differentiation)
AF190670	GO:0001584(rhodopsin-like receptor activity) GO:0001750(photoreceptor outer segment) GO:0004871(signal transducer activity) GO:0004872(receptor activity) GO:0004930(G-protein coupled receptor activity) GO:0007165(signal transduction) GO:0007186(G-protein coupled receptor protein signaling pathway) GO:0007600(sensory perception) GO:0007601(visual perception) GO:0007602(phototransduction) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0018298(protein-chromophore linkage)
NM_009264	
NM_011461	
NM_009236	GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005634(nucleus) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent)
NM_007946	GO:0004601(peroxidase activity) GO:0005506(iron ion binding) GO:0005509(calcium ion binding) GO:0005615(extracellular space) GO:0005764(lysosome) GO:0006979(response to oxidative stress) GO:0016491(oxidoreductase activity) GO:0042744(hydrogen peroxide catabolism) GO:0046872(metal ion binding) EC 1 EC 1.11.1.7
NM_008810	GO:0004738(pyruvate dehydrogenase activity) GO:0004739(pyruvate dehydrogenase (acetyl-transferring) activity) GO:0005615(extracellular space) GO:0005739(mitochondrion) GO:0005967(pyruvate dehydrogenase complex (sensu Eukaryota)) GO:0006086(acetyl-CoA biosynthesis from pyruvate) GO:0006096(glycolysis) GO:0008152(metabolism) GO:0016491(oxidoreductase activity) GO:0016624(oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor) EC 1 EC 1.2.4 EC 1.2.4.1
BE951504	GO:0000245(spliceosome assembly) GO:0000398(nuclear mRNA splicing, via spliceosome) GO:0003729(mRNA binding) GO:0005634(nucleus) GO:0005681(spliceosome complex) GO:0005686(snRNP U2) GO:0006397(mRNA processing)
